IdSon,Description,sonid,AustenderCategory,Status,internalcomment,ContractProcessingCategory,ContractProcessingSubCategory,IdCat,Title
4751,Security Equipment and Maintenance Services,SON3315564,Security and control equipment,Inactive,,Non-ICT,Non-ICT,52,
4752,Supply of Vaccines in relation to a catch-up programe for 10-19 year olds,SON3312025,Drugs and Pharmaceutical Products,Inactive,,Non-ICT,Non-ICT,52,
4753,WOG ACT Electricity Supply,SON3315221,Electric utilities,Inactive,,Non-ICT,Non-ICT,52,
4754,Infrastructure Project Cost Estimation Services,SON3312041,Economic or financial evaluation of projects,Inactive,,Non-ICT,Non-ICT,52,
4758,Belt-Harness System,SON3316426,Safety apparel,Inactive,,Non-ICT,Non-ICT,52,
4759,Audit Services - Contract In Supplementary Staff,SON3316284,Audit services,Inactive,,Non-ICT,Non-ICT,52,
4760,Provision of a temporary election workforce,SON3312358,Temporary personnel services,Inactive,,Non-ICT,Non-ICT,52,
4761,Supplier Assurance and WHS Services,SON3320609,Risk management consultation services,Inactive,,Non-ICT,Non-ICT,52,
4762,Mercantile Agent Service for Debt Recovery,SON3316979,Debt management,Inactive,,Non-ICT,Non-ICT,52,
4763,"Provision of ADF Fuel, POL Supplies and Card Services",SON3319691,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4764,"Provision of ADF Fuel, POL Supplies and Card Services",SON3319690,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4765,"Provision of ADF Fuel, POL Supplies and Card Services",SON3319689,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4766,"Provision of ADF Fuel, POL Supplies and Card Services",SON3319688,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4767,"Provision of ADF Fuel, POL Supplies and Card Services",SON3319680,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4768,Freight Forwarding and Shipping Services,SON3321927,Freight forwarders services,Inactive,,Non-ICT,Non-ICT,52,
4769,AWD Combat System Services and Materials,SON3321914,Military watercraft,Inactive,,Non-ICT,Non-ICT,52,
4770,"Provision of ADF Fuel, POL Supplies and Card Services",SON3321884,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4771,"Provision of ADF Fuel, POL Supplies and Card Services",SON3321881,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4772,Transport Container & Dec Envelope Storage Container,SON3320447,Containers and storage,Inactive,,Non-ICT,Non-ICT,52,
4773,Interpreter services for international and sign languages,SON3283258,Interpreters,Inactive,,Non-ICT,Non-ICT,52,
4775,Provision of Charter Vessel Services,SON3323027,Commercial marine craft,Inactive,,Non-ICT,Non-ICT,52,
4776,Supply of DTPa vaccine for 18 month olds,SON3322608,Drugs and Pharmaceutical Products,Inactive,,Non-ICT,Non-ICT,52,
4777,IP Rights Register Search Solution,SON3322756,Software,Active,,Software,Content and Knowledge Management,22,
4778,Locksmith Services - ACT,SON3318611,Locks and security hardware and accessories,Inactive,,Non-ICT,Non-ICT,52,
4782,Campaign Advertising Strategy and Creative/Concept Solution,SON3325002,Advertising,Inactive,,Non-ICT,Non-ICT,52,
4783,Capacity Design and Evaluation Services,SON3324750,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4784,Support for TechnologyOne FMIS,SON3323670,Management information systems MIS,Active,"Description ""Standing Offer for the provision of TechnologyOne FMIS application support"", Chartsmart consultants only supplier as at 9/03/2016. Suggest category is Software Support (9/03/2016)",Software,Software Support,18,
4785,"Agreement for the provision of ICT Hardware, Software, Documentation and Se",SON3326360,Communications Devices and Accessories,Active,,IT Services,SI Services,17,
4786,Continuous Positive Airway Pressure and/or Home Medical Oxygen Therapy,SON3326235,Independent living aids for the physically challenged,Inactive,,Non-ICT,Non-ICT,52,
4787,Feature Data Extraction Services,SON3325427,Military services and national defence,Inactive,"Probably not ICT, suppliers are Geo/mapping specialists and Data Extraction is not really inscope for ICT. (LW 22/03/2016)",Non-ICT,Non-ICT,52,
4788,Inscription of marble headstones for Commonwealth War Graves and Australia,SON3327946,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,
4789,Standing Offer for the supply of Laboratory Gas,SON3320690,Elements and gases,Inactive,,Non-ICT,Non-ICT,52,
4790,"Collaborative Evaluation, Research and Planning Panel (CERP Panel)",SON3329485,Community and social services,Inactive,,Non-ICT,Non-ICT,52,
4791,Property and Project Management Services Panel,SON3328191,Building support services,Inactive,,Non-ICT,Non-ICT,52,
4792,Creative Services for the National Tobacco Campaign,SON3328350,Advertising,Inactive,,Non-ICT,Non-ICT,52,
4793,Creative Services for the National Tobacco Campaign,SON3328685,Advertising,Inactive,,Non-ICT,Non-ICT,52,
4794,"Cup, Water Canteen, Steel",SON3328945,Camping and outdoor equipment and accessories,Inactive,,Non-ICT,Non-ICT,52,
4795,Plastic bags,SON3323697,Packaging materials,Inactive,,Non-ICT,Non-ICT,52,
4796,Media monitoring services,SON3321693,Telecommunications media services,Inactive,,Non-ICT,Non-ICT,52,
4798,Creative Services for Aged Care Changes Campaign,SON3327575,Advertising,Inactive,,Non-ICT,Non-ICT,52,
4799,"Records, IT Media, Storage, Sentencing, Disposal, & Digitisation Services",SON3331965,Document storage services,Active,,Hardware,Storage,9,
4800,Building Management Services,SON3331953,Security or access control systems,Inactive,,Non-ICT,Non-ICT,52,
4801,Goods and Maintenance Services for the Barrett Sniper Rifle,SON3331722,Arms and ammunition accessories,Inactive,,Non-ICT,Non-ICT,52,
4802,Software Maintenance and Support Services,SON3331680,Software maintenance and support,Active,,Software,Software Support,18,
4805,Provision of Petroleum Reservoir Engineering Advice Services,SON3333977,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4806,Specialist Indigenous communications advice and services,SON3327595,Public relation services,Inactive,,Non-ICT,Non-ICT,52,
4807,Supply of medium & long range sniper day sights,SON3333571,Arms and ammunition accessories,Inactive,,Non-ICT,Non-ICT,52,
4808,Supply of National Police Certificate Paper,SON3333238,Paper products,Inactive,,Non-ICT,Non-ICT,52,
4809,Actuarial Services Panel,SON3333134,Development finance,Inactive,,Non-ICT,Non-ICT,52,
4810,National Advocacy Training Program,SON3332257,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4813,Employee Assistance and Psycological Services,SON3334479,Psychologists services,Inactive,,Non-ICT,Non-ICT,52,
4814,Media Monitoring Services,SON3310543,News and publicity services,Inactive,ATM ID:,Non-ICT,Non-ICT,52,
4815,Thermal Imaging Sights,SON3311189,Arms and ammunition accessories,Inactive,ATM ID:,Non-ICT,Non-ICT,52,
4816,Health Technology Assessment Panel,SON3281043,Health programs,Inactive,ATM ID: Health/62/1415,Non-ICT,Non-ICT,52,
4817,Valuation and estimation services,SON3305682,Business administration services,Inactive,ATM ID: RFT 1000280496,Non-ICT,Non-ICT,52,
4818,"Mail, Freight and Courier services",SON3310240,Postal and small parcel and courier services,Inactive,ATM ID: AEC15/038,Non-ICT,Non-ICT,52,
4819,The provision of case management software and related services,SON3311590,Software,Active,ATM ID:,Software,Business Systems,21,
4820,Office Machines and Supplies,SON3311646,Office machines and their supplies and accessories,Active,ATM ID: FIN10/FMG018,Hardware,Printer and Printer Services,8,
4821,Panel for Psychological Assessment Services,SON3311885,Psychologists services,Inactive,ATM ID: DISG RFT 2015 /02ATM ID: DISG RFT 2015 /02,Non-ICT,Non-ICT,52,
4822,Soldier Combat Ensemble - Tiered Combat Helmets,SON3311934,Face and head protection,Inactive,ATM ID: DMOLSD/RFT0225/2014,Non-ICT,Non-ICT,52,
4823,"Records, IT Media, Storage, Sentencing, Disposal and Digitisation Services",SON3317337,Document storage services,Inactive,ATM ID: CASA13/275,Non-ICT,Non-ICT,52,
4824,Task and Meeting Room Chairs,SON3303962,Office furniture,Inactive,ATM ID: CSIRORFT2015031,Non-ICT,Non-ICT,52,
4825,Workplace Storage Units,SON3304453,Office furniture,Inactive,ATM ID: CSIRORFT2015030,Non-ICT,Non-ICT,52,
4826,Provision Of Global Navigation Satellite Systems Equipment,SON3311734,Earth science services,Active,ATM ID: RFT2015/3112,Hardware,Unspecified,7,
4827,Furniture Conservation Services at Australian Parliament House,SON3318435,Furniture,Inactive,ATM ID: DPS14127,Non-ICT,Non-ICT,52,
4828,Security Monitoring and Alarm Maintenance Services,SON3318597,Security and control equipment,Inactive,ATM ID:,Non-ICT,Non-ICT,52,
4829,Canteen Water Plastic,SON3318896,Camping and outdoor equipment and accessories,Inactive,ATM ID: DMOLSD/RFT0031/2013,Non-ICT,Non-ICT,52,
4830,Provision of Salary Packaging and Novated Lease Services,SON3318927,Human resources services,Inactive,ATM ID: CASA 12/124,Non-ICT,Non-ICT,52,
4831,"Arts for Recovery, Resilience, Teamwork & Skills (ARRTS) Program",SON3337440,Education and Training Services,Inactive,ATM ID: Army/1516/012,Non-ICT,Non-ICT,52,
4832,Air Travel Services for the Australian Government,SON3337469,Passenger air transportation,Inactive,ATM ID:,Non-ICT,Non-ICT,52,
4833,Enterprise Data Management Enviroment,SON3338269,Components for information technology or broadcasting or telecommunications,Active,ATM ID:,Software,Content and Knowledge Management,22,
4834,Major Office Machines arrangement with Konica,SON3338949,Office machines and their supplies and accessories,Active,ATM ID: FIN10/FMG018,Hardware,Printer and Printer Services,8,
4835,Papua New Guinea Governance Facility,SON3339438,Business administration services,Inactive,ATM ID:,Non-ICT,Non-ICT,52,
4845,Family and Domestic Violence Training,SON3329092,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4855,Carpet Manufacture and Supply,SON3338997,Floor coverings,Inactive,ATM ID: DPS14006,Non-ICT,Non-ICT,52,
4863,Suicide Risk Assessment and Intervention Training,SON3329081,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4864,Disposal Scrapping Services Standing Offer Panel,SON3344604,Military services and national defence,Inactive,,Non-ICT,Non-ICT,52,
4865,Provision of Data Visualisation Services,SON3344067,Information technology consultation services,Active,,IT Services,Business Consulting,11,
4866,"ICT Hardware, related software and services",SON3343296,Computer Equipment and Accessories,Active,,Hardware,Unspecified,7,
4867,Military Research Services,SON3345460,Military science and research,Inactive,,Non-ICT,Non-ICT,52,
4868,Provision of transantion banking services,SON3346172,Public enterprises management or financial services,Inactive,,Non-ICT,Non-ICT,52,
4869,Creative services for health communications,SON3349355,Public relation services,Inactive,,Non-ICT,Non-ICT,52,
4870,EAP services - Employee Assistance and Related Professional Services Panel,SON3349134,Human resources services,Inactive,,Non-ICT,Non-ICT,52,
4871,Panel for Human Risk Assessment Advice and Services,SON3348777,Safety or risk analysis,Inactive,,Non-ICT,Non-ICT,52,
4872,Cartridge 84mm Deed of Standing Offer,SON3349004,Light weapons and ammunition,Inactive,,Non-ICT,Non-ICT,52,
4873,Comcover Legal Services Parcelling Arrangement (CLSPA),SON3356290,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4874,"Records, IT Media, Storage, Sentencing, Disposal and Digitisation Services",SON3356715,Document storage services,Active,,Hardware,Storage,9,
4875,Legal Services Parcelling Arrangement,SON3356477,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4876,Primary Dispute Resolution Services,SON3356479,Psychologists services,Inactive,,Non-ICT,Non-ICT,52,
4877,"Records,IT Media, Storage,Sentencing",SON3347499,File archive storage,Active,,Hardware,Storage,9,
4878,Executive Coaching Services,SON3349617,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4879,Defence Force Recruiting Market Research Services Panel,SON3351628,Market research,Inactive,,Non-ICT,Non-ICT,52,
4880,Major Office Machines,SON3350142,Office machines and their supplies and accessories,Active,,Hardware,Printer and Printer Services,8,
4888,Provision of Legal Services for Routine Debt Matters,SON3363670,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4889,Provision of Legal Services for Tax Technical and Debt Matters,SON3363668,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4890,Provision of Legal Services for Voidable Preference Claims,SON3363676,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4891,Deed of Standing Offer for Legal Services,SON3363035,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4892,"Audit, Accredited Course Evaluation, Investigation and Related Services",SON3347501,Audit services,Inactive,,Non-ICT,Non-ICT,52,
4893,"Provision of Electrical, Technical and Engineering Services and Supplies",SON3363002,Professional engineering services,Inactive,,Non-ICT,Non-ICT,52,
4895,Canine Supplies,SON3363747,Animal feed,Inactive,,Non-ICT,Non-ICT,52,
4896,Radar Equipment Spares - Modulators and HV Power Supplies,SON3363798,Measuring and observing and testing instruments,Inactive,,Non-ICT,Non-ICT,52,
4897,Front of House Marketing and Design Services,SON3344250,Architectural services,Inactive,,Non-ICT,Non-ICT,52,
4898,Papua New Guinea Audit Panel - Deloitte,SON3364456,Public administration and finance services,Inactive,,Non-ICT,Non-ICT,52,
4899,Papua New Guinea Audit Panel - KPMG,SON3364461,Public administration and finance services,Inactive,,Non-ICT,Non-ICT,52,
4900,Bronze Plaque Manufacture,SON3364872,Cemetery upkeep services,Inactive,,Non-ICT,Non-ICT,52,
4901,Video Conferencing Systems - Pro AV,SON3365147,Phone and video conference equipment and hardware and controllers,Active,,Telecommunications,Videoconferencing,43,
4903,Meteorological Balloons,SON3365411,Measuring and observing and testing instruments,Inactive,,Non-ICT,Non-ICT,52,
4904,Government and Administration Parcel,SON3366925,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4905,Corporate and Commercial Parcel – General,SON3366915,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4906,Corporate and Commercial Parcel – Water Conveyancing,SON3366916,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4907,Digital Services Professionals (gov.au/marketplace),SON3364729,Information technology consultation services,Active,"Based on primary category (TK 19/08/2016) Agree, many many suppliers for this panel are IT consulting companies. (LW 19/08/2016)",IT Services,Business Consulting,11,
4908,Expeditioner Training Services,SON3369634,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4909,Locks and Door Closer Maintenance,SON3370377,Locks and security hardware and accessories,Inactive,,Non-ICT,Non-ICT,52,
4910,Tracked Trailers,SON3370393,Vehicle bodies and trailers,Inactive,,Non-ICT,Non-ICT,52,
4911,Investigations Panel,SON3370416,Human resources services,Inactive,,Non-ICT,Non-ICT,52,
4934,Exhibition Services,SON3364470,Exhibitions,Inactive,,Non-ICT,Non-ICT,52,
4935,Property Maintenance and Construction Services Panel,SON3371094,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,
4936,Secure Deployable Communications Products and Services,SON3371332,Components for information technology or broadcasting or telecommunications,Active,,Telecommunications,Unspecified - Equipment,34,
4937,Night Fighting Equipment - Laser Devices Spares,SON3372039,Security surveillance and detection,Inactive,,Non-ICT,Non-ICT,52,
4938,Emergency Medical Evacuation Services to the Indian Ocean Territories,SON3373553,Passenger air transportation,Inactive,,Non-ICT,Non-ICT,52,
4939,"Office Furniture, LIA Furniture, Whitegoods & Household Furniture Hire",SON3373673,Furniture,Inactive,,Non-ICT,Non-ICT,52,
4940,Outsource Labour for Service Delivery Panel,SON3374038,Temporary personnel services,Inactive,,Non-ICT,Non-ICT,52,
4941,Cleaning Services,SON3375091,Cleaning and janitorial supplies,Inactive,,Non-ICT,Non-ICT,52,
4942,Legal and Enforcement Learning Panel,SON3375235,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4943,Land Rover Through Life Support,SON3376139,Motor vehicles,Inactive,,Non-ICT,Non-ICT,52,
4944,Employee Wellbeing and Assistance Program,SON3376464,Psychologists services,Inactive,,Non-ICT,Non-ICT,52,
4945,Supply of herpes zoster vaccine,SON3376763,Drugs and Pharmaceutical Products,Inactive,,Non-ICT,Non-ICT,52,
4946,Grave Construction Services in Country New South Wales,SON3376995,Masonry and stonework and tile setting,Inactive,,Non-ICT,Non-ICT,52,
4947,Support of Small Unmanned Aerial Systems,SON3377415,Military services and national defence,Inactive,,Non-ICT,Non-ICT,52,
4948,Supply of Petroleum Products and Marine Bunkers,SON3377870,Fuels,Inactive,,Non-ICT,Non-ICT,52,
4949,Provision of Transfer Pricing & Profit Shifting Expertise,SON3377961,Business intelligence consulting services,Inactive,,Non-ICT,Non-ICT,52,
4950,Supply of gas to Government House,SON3378906,Oil and gas utilities,Inactive,,Non-ICT,Non-ICT,52,
4951,Supply and delivery of Unlimited Power Supplies,SON3380439,Power sources,Inactive,,Non-ICT,Non-ICT,52,
4952,Accounting and auditor learning panel,SON3380949,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4953,Provision of general services in Asia for OAWG,SON3381283,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,
4954,Commonwealth On-Farm Further Irrigation Efficiency (COFFIE) Program,SON3381891,Water resources development and oversight,Inactive,,Non-ICT,Non-ICT,52,
4965,Aircraft services & crew for aerial survey & control of locust infestations,SON3380241,Aircraft,Inactive,,Non-ICT,Non-ICT,52,
4966,Expeditioner Storage,SON3382428,Relocation services,Inactive,,Non-ICT,Non-ICT,52,
4967,Supply of 5 inch Projectiles and Fuzes,SON3382508,Light weapons and ammunition,Inactive,,Non-ICT,Non-ICT,52,
4968,"The Telecommunications Services Panel (TSP) was established under the ICT Deliverables Head Agreement.
It is mandatory for Non-Corporate Commonwealth Entities to procure Managed WAN Services (Terrestrial), Transport Data Link Services (Terrestrial) and Internet Connection Services from the Panel.  It is optional for Non-Corporate Commonwealth Entities to source Managed WAN Services (Satellite) and Transport Data Link Services (Satellite) through Finance, using the Panel. Corporate Commonwealth Entities and Other Government Bodies can also use the Panel arrangement if they choose to.
The TSP replaces the IBNCS panel. (SON407415)",SON3386916,Components for information technology or broadcasting or telecommunications,Active,ATM ID: FIN15BPAM2390,Telecommunications,Telco Managed Services,36,
4989,Provision of Electrical & Gas Appliances and Presentation Equipment for Whole of Government.,902799,Domestic Appliances and Supplies and Consumer Electronic Products,Inactive,,Non-ICT,Non-ICT,52,Electrical Products and other Appliances
4990,,HSS/HC-11-715,Medical apparel and textiles,Inactive,,Non-ICT,Non-ICT,52,"Supply of General Linen, Medical Apparel and Textiles"
4991,Standing Offer Deed for Supply of Goods Agreement - Aldridge Supply Agreement for Signaling equipment,CW50875,Railway signaling systems,Inactive,,Non-ICT,Non-ICT,52,Aldridge Supply Agreement
4992,Standing Offer Deed for Supply of Goods - Agreement No. CW50877 – ABC Castings for supply of Over Head Wiring system castings of the electrical network of Sydney Trains,CW50877,Castings and casting assemblies,Inactive,,Non-ICT,Non-ICT,52,ABC Castings Supply Agreement
4993,ETCS Supply,CW14538,Communication equipment manufacture services,Active,ETCS = Electronic Train Control System (LW 16/02/2015),IT Services,SI Services,17,ETCS Supply
4994,Supply of Track Fasteners,CW27654,Track links or track shoes or its parts,Inactive,,Non-ICT,Non-ICT,52,Supply of Track Fasteners
4995,,1122009RFP,Power supply units,Inactive,,Non-ICT,Non-ICT,52,Supply & Delivery of DC Power Systems
4996,Wireless Automatic Track Warning System (ATWS) is a signalling/surveillance device which detects approching train and send the warning signals to track workers,CW53200,Surveillance and detection equipment,Active,,Hardware,Network,6,Supply Agreement for Wireless Automatic Track Warning System
4997,Provision of furniture to NSW Government agencies and other eligible buyers.,SCM0771,Office & Workplace,Inactive,,Non-ICT,Non-ICT,52,Furniture Prequalification Scheme
4998,WS15292 – To establish an Unpriced Panel Agreement to Supply Operational Critical Data Network (OCDN) Metropolitan Area Network (MAN) And Customer Access Switches,CW16836,Information Technology Broadcasting and Telecommunications,Active,"RFT ID was : ""WS15292 - Panel for Supply of OCDN Metropolitan Area Network (MAN) and Customer Ethernet Access Switches"". Not Sure if this panel ever eventuated.",Telecommunications,Data Services,33,WS15292 - Panel for OCDN MAN Access and CPE Switches
4999,,DTIRIS11/14,Marketing and distribution,Inactive,,Non-ICT,Non-ICT,52,Pre-qualification scheme for Provision of Marketing Services to Destination NSW
5000,,CW27228,Temporary personnel services,Inactive,,Non-ICT,Non-ICT,52,Engagement of Safe Working Labour Services for the South West Rail Link Project at Glenfield
5001,Inventory Management and Supply of Timber Poles,CW33743,Wooden poles or telephone poles,Inactive,,Non-ICT,Non-ICT,52,Inventory Management and Supply of Timber Poles
5002,Supply of body worn video kiosks,RFQ:001283,Computer kiosk,Active,,Hardware,Unspecified,7,Supply of Body Worn Video Kiosks
5003,Not Available,DAGJ 2011/57,Audio visual technology,Active,,Hardware,Unspecified,7,REMOTE WITNESS audio visual courtroom upgrades
5004,11kV Indoor Switchgear and Protection Equipment,CW27525,Substation load control switchgears,Inactive,,Non-ICT,Non-ICT,52,11kV Indoor Switchgear and Protection Equipment
5005,"Panel of Overseas Recruitment Agencies to provide services to NSW Health for the recruitment of overseas health profesionals in the fields of medical, nursing &amp; midwifery, and allied health.",HSBP_HC13_1030,Recruitment services,Inactive,,Non-ICT,Non-ICT,52,Panel of Overseas Recruitment Agencies (PORA)
5006,Supply of Phos-Check fire fighting chemicals as and when required,2016-038,Chemicals including Bio Chemicals and Gas Materials,Inactive,,Non-ICT,Non-ICT,52,Phos-Chek Fire Fighting Chemicals
5007,3 year Support Agreement with VEIC Technology (Australia) Pty. Ltd. For technology support on the VEIC Hot Box Detection (HBD) Systems. There are 17 HBD systems currently installed at various locations across the RailCorp network. VEIC are the sole supplier of spares and software licenses that are proprietary and hence protected by IP. This makes VEIC the only provider of technical support for the VEIC HBD systems.,CW14883,Railway tracks,Active,,Hardware,Hardware Support,12,WS70564 - CW14883 Hot Box Detection System Support Agreement (VeIC)
5008,"Supply of Imaging devices, MFD's, laser printers scanners, facsimiles and large format devices required for general office and specialist applications.",1001030,Information Technology Broadcasting and Telecommunications,Active,,Hardware,Printer and Printer Services,8,Imaging Devices & Document Solutions:
5009,,HSBP_HC12_694,Suture and related products,Inactive,,Non-ICT,Non-ICT,52,"Surgical Sutures, Sealants and Mesh"
5010,,DECECE-14-75,Pre school educational services,Inactive,,Non-ICT,Non-ICT,52,Community Preschool Operational Support Program
5011,,HSSCP_LC12_HSS_P262,Air velocity and temperature monitors,Inactive,,Non-ICT,Non-ICT,52,Food Temperature Monitoring System
5012,"The Prequalified Scheme for Consultants covers the following categories:

120 Electronic Security:
Design, documentation, site inspection, training and commissioning of electronic security systems for Correctional Centres, Court Houses, Police Stations and Juvenile Justice Centres. Special Selection Criteria and Site Conditions apply. Specialist Areas: Electronic Perimeter Security Systems, Closed Circuit Television (CCTV), Video Conferencing, Guard Tour System, Cell Call System – includes Pass Door Intercom, Access Control Systems, Intruder Alarm Systems, Duress Systems, Public Address System, MATV System, Radio System, Biometrics, X-Ray Screening System, Walk Through Metal Detectors, PABX System, Voice System (Telephones), Data System (Computers), Cabling, Conduits and Pits, Lightning Protection, Uninterrupted Power Supply (UPS), Graphical User Interface (GUI).

Engineering:
Geotechnical Engineering
Civil Engineering
Structural Engineering
Electrical – Building
Mechanical - Building
Hydraulic – incl. Town Gas, LPG and Fire Services
Fire Services – Sprinklers
Traffic & Transport Engineering
Electronic Security

Architectural:
Architectural - General
Architectural - Health
Architecture Health Infrastructure - Planning
Architecture Health Infrastructure - Delivery
Architectural - Education Primary & Secondary
Architectural - Education Tertiary
Architectural - Correctional
Architectural – Heritage

Assessment:
Environmental Studies
Dispute Managers

Planning:
Value Management Facilitators
Town Planning
Quantity Surveying
Compliance & Certification

Management:
Project Director
Project Manager Planning - Health
Project Manager Delivery - Health
Project Management",SCM1191,Management and Business Professionals and Administrative Services,Inactive,Includes Category 120: Electronic Security - lots of IT and telco here. (LW 14/01/2016),Non-ICT,Non-ICT,52,Prequalification Scheme for Consultants in Construction
5013,,DECPBS-14-32,Uniforms,Inactive,,Non-ICT,Non-ICT,52,Supply of School Sports Apparel to Westfields Sports High School
5014,,CW12790,Glands,Inactive,,Non-ICT,Non-ict,52,Supply of Fire-rated Cable Glanding System
5015,"Photocopiers / multifunctional devices, Laser printers, Inkjet printers, Large format printers / copiers, Scanners, Facsimiles (faxes), Consumables.",2390,Information Technology Broadcasting and Telecommunications,Active,,Hardware,Printer and Printer Services,8,Imaging devices
5016,,OEH-342-2012,Weed control services,Inactive,,Non-ICT,Non-ICT,52,OPEN PANEL TENDER FOR PROFESSIONAL SERVICES FOR PEST CONTROL SERVICES IN NORTHERN RIVERS REGION
5017,"Learning Management and Business Reform, Independent Quality Assurance and Transformation Advisory Services",DoE547061094,Education and Training Services,Active,,IT Services,Business Consulting,11,LMBR - Independent Quality Assurance and Transformation Advisory Services
5018,,1001864,Domestic Appliances and Supplies and Consumer Electronic Products,Inactive,,Non-ICT,Non-ICT,52,"Floor Coverings, Window Furnishings & Fabric Wall Linings:"
5019,Suppliers prequalified under the Supply and Installation of Floor Coverings Prequalification Scheme.,DoE525688877,Floor coverings,Inactive,Sustainable floor covering and disposal (TK 17/05/2016),Non-ICT,Non-ICT,52,Department of Education Floor Coverings - Prequalification Scheme
5020,,LHC543,Temporary architectural services,Inactive,,Non-ICT,Non-ICT,52,LAHC - pre-qualified register of architectural consultants
5021,,HSSP_LC12_HSS_P261,Cargo truck body,Inactive,,Non-ICT,Non-ICT,52,TRUCK PANTECHNECON BODY SUPPLIERS
5022,,DECSWSI 130701,Building maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,"Building Repairs, Maintenance and minor installations"
5023,The supply of Office Products to the whole of the Department of Education.,DECPS-14-61,Office supplies,Inactive,,Non-ICT,Non-ICT,52,DEC Office Supplies
5024,,CW24396,Railroad rolling stock manufacture services,Inactive,,Non-ICT,Non-ICT,52,Locomotive Servicing and Supply of shunters
5025,,CW19302,Herbicides,Inactive,,Non-ICT,Non-ICT,52,On-Track Herbicide Spraying
5026,"Provision of Office Supplies, including stationery, toner & ink cartridges, janitorial & canteen items for whole of Government.",1300164,Office Equipment and Accessories and Supplies,Inactive,"Particulars: 'Provision of Office Supplies, including stationery, toner & ink cartridges, janitorial & canteen items for whole of Government.' (LW 16/02/2015)",Non-ICT,Non-ICT,52,Office Supplies:
5027,,OEH-2015-469,Sandstone,Inactive,,Non-ICT,Non-ICT,52,Standing Offer Agreement for Supply of Dimensioned Sandstone
5028,,LHC7/2014,Residential building construction services,Inactive,,Non-ICT,Non-ICT,52,LAHC - Supplementation of the Prequalified Register of Architects to provide architectural consultancy services across NSW
5029,,SOD-PSRP,Property management,Inactive,,Non-ICT,Non-ICT,52,Property Support Resource Panel
5030,Supply &amp; Delivery of Welded Rail &amp; Turnouts,CW45315,Railway tracks,Inactive,,Non-ICT,Non-ICT,52,Standing Offer Supply & Delivery of Welded Rail & Turnouts
5031,"The Expression of Interest seeks to procure submissions from builders who are on the current list maintained on behalf of the Aboriginal Housing Office in order to expedite the selection and tendering process for new construction, upgrading and maintenance projects across New South Wales for which the successful respondents qualify on the basis of having demonstrated building skills, resources and experience in the delivery of Aboriginal housing and facilities in specified contract areas and for defined financial ranges.",LHC13/2014,Residential building construction services,Inactive,,Non-ICT,Non-ICT,52,"LAHC - Establish a Register of Builders selected from the existing list maintained by the Aboriginal Housing Office to undertake new construction, upgrading and maintenance works delivered by Land and Housing Corporation Project Delivery"
5032,Provision of load bearing vests,F/2015/4437,Safety vests,Inactive,,Non-ICT,Non-ICT,52,Load Bearing Vests
5033,,LHC15/2014,Building maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,LAHC - Fire Safety Upgrade Works for ADHC and NFCL across New South Wales
5034,Imaging Devices delivered to DEC Customers under NSW Government Contract 2390 terms with ammendments to take account of the DEC environment,DECPS-14-37,Photocopiers,Active,,Hardware,Printer and Printer Services,8,Supply of Imaging Devices to DEC
5035,,SOD-CSRP,Management and Business Professionals and Administrative Services,Inactive,,Non-ICT,Non-ICT,52,Commercial Support Resources Panel
5036,"RFQ select for specialist construction labour to the Walking Track Project, Blue Mountains National Park.",OEH-2015-564,Building and Facility Construction and Maintenance Services,Inactive,,Non-ICT,Non-ICT,52,RFQ Walking Track Construction Services
5037,,1200512-I,Legal services,Inactive,,Non-ICT,Non-ICT,52,Treasury Managed Fund (TMF) legal services panel
